activation_code,activation_name,countries,event_time,activation_time,aoi_number,aoi_name,aoi_bbox_lon_min,aoi_bbox_lat_min,aoi_bbox_lon_max,aoi_bbox_lat_max,mae_sai_point_in_aoi_bbox,hat_yai_point_in_aoi_bbox,product_id,product_name,product_type,monitoring,monitoring_number,version_number,version_status,delivery_time,download_url,product_date,sensor_names,layer_names,observed_event_layer_present,flood_layer_present,candidate_role,mae_sai_reference_relevance,download_performed,processing_allowed,reason_blocked,source_url,retrieved_at_utc
EMSR756,Flood in South West Poland,Poland|Czechia,2024-09-14T00:00:00,2024-09-13T12:50:00,10,Nowogrod Bobrzanski,15.182774,51.587696,15.361492,51.854971,False,False,1058,EMSR756_AOI10_DEL_PRODUCT_v1.zip,DEL,False,0,1,F,2024-09-19T07:15:12.704849,https://rapidmapping.emergency.copernicus.eu/backend/EMSR756/AOI10/DEL_PRODUCT/EMSR756_AOI10_DEL_PRODUCT_v1.zip,2024-09-18T16:44:00,PAZ,EMSR756/AOI10/DEL_PRODUCT/EMSR756_AOI10_DEL_PRODUCT_floodDepthA_v1_VT|EMSR756/AOI10/DEL_PRODUCT/EMSR756_AOI10_DEL_PRODUCT_observedEventA_v1_VT,True,True,flood_product_outside_current_mvp,not_relevant_country_or_aoi_for_mae_sai,False,False,CEMS metadata resolved without product download; AOI does not cover Mae Sai or exact product relevance is not cleared,https://rapidmapping.emergency.copernicus.eu/backend/dashboard-api/public-activations/?code=EMSR756,2026-07-08T05:45:13Z
EMSR756,Flood in South West Poland,Poland|Czechia,2024-09-14T00:00:00,2024-09-13T12:50:00,11,Krosno Odrzanskie,15.007345,51.909458,15.194002,52.087494,False,False,1057,EMSR756_AOI11_DEL_PRODUCT_v1.zip,DEL,False,0,1,F,2024-09-19T07:29:06.339419,https://rapidmapping.emergency.copernicus.eu/backend/EMSR756/AOI11/DEL_PRODUCT/EMSR756_AOI11_DEL_PRODUCT_v1.zip,2024-09-18T16:44:00,PAZ,EMSR756/AOI11/DEL_PRODUCT/EMSR756_AOI11_DEL_PRODUCT_floodDepthA_v1_VT|EMSR756/AOI11/DEL_PRODUCT/EMSR756_AOI11_DEL_PRODUCT_observedEventA_v1_VT,True,True,flood_product_outside_current_mvp,not_relevant_country_or_aoi_for_mae_sai,False,False,CEMS metadata resolved without product download; AOI does not cover Mae Sai or exact product relevance is not cleared,https://rapidmapping.emergency.copernicus.eu/backend/dashboard-api/public-activations/?code=EMSR756,2026-07-08T05:45:13Z
EMSR756,Flood in South West Poland,Poland|Czechia,2024-09-14T00:00:00,2024-09-13T12:50:00,12,Frankfurt an der Oder,14.520935,52.240375,14.719118,52.390397,False,False,1056,,DEL,False,0,1,N,2024-09-18T19:57:00,,2024-09-18T16:44:00,PAZ,,False,False,non_flood_or_context_product,not_relevant_country_or_aoi_for_mae_sai,False,False,CEMS metadata resolved without product download; AOI does not cover Mae Sai or exact product relevance is not cleared,https://rapidmapping.emergency.copernicus.eu/backend/dashboard-api/public-activations/?code=EMSR756,2026-07-08T05:45:13Z
EMSR756,Flood in South West Poland,Poland|Czechia,2024-09-14T00:00:00,2024-09-13T12:50:00,13,Klodzko,16.619374,50.418035,16.716554,50.486767,False,False,1096,EMSR756_AOI13_GRA_PRODUCT_v1.zip,GRA,False,0,1,F,2024-09-24T02:33:23.933736,https://rapidmapping.emergency.copernicus.eu/backend/EMSR756/AOI13/GRA_PRODUCT/EMSR756_AOI13_GRA_PRODUCT_v1.zip,2024-09-23T09:45:00,WorldView-3,EMSR756/AOI13/GRA_PRODUCT/EMSR756_AOI13_GRA_PRODUCT_WORLDVIEW3_20240923_0945_ORTHO.tif|EMSR756/AOI13/GRA_PRODUCT/EMSR756_AOI13_GRA_PRODUCT_builtUpP_v1_VT|EMSR756/AOI13/GRA_PRODUCT/EMSR756_AOI13_GRA_PRODUCT_facilitiesA_v1_VT|EMSR756/AOI13/GRA_PRODUCT/EMSR756_AOI13_GRA_PRODUCT_facilitiesL_v1_VT|EMSR756/AOI13/GRA_PRODUCT/EMSR756_AOI13_GRA_PRODUCT_observedEventA_v1_VT|EMSR756/AOI13/GRA_PRODUCT/EMSR756_AOI13_GRA_PRODUCT_transportationL_v1_VT,True,False,non_flood_or_context_product,not_relevant_country_or_aoi_for_mae_sai,False,False,CEMS metadata resolved without product download; AOI does not cover Mae Sai or exact product relevance is not cleared,https://rapidmapping.emergency.copernicus.eu/backend/dashboard-api/public-activations/?code=EMSR756,2026-07-08T05:45:13Z
EMSR756,Flood in South West Poland,Poland|Czechia,2024-09-14T00:00:00,2024-09-13T12:50:00,14,Bystrzyca Klodzca,16.603959,50.265006,16.665598,50.322832,False,False,1093,EMSR756_AOI14_GRA_PRODUCT_v1.zip,GRA,False,0,1,F,2024-09-24T03:51:13.000185,https://rapidmapping.emergency.copernicus.eu/backend/EMSR756/AOI14/GRA_PRODUCT/EMSR756_AOI14_GRA_PRODUCT_v1.zip,2024-09-23T09:45:00,WorldView-3,EMSR756/AOI14/GRA_PRODUCT/EMSR756_AOI14_GRA_PRODUCT_WORLDVIEW3_20240923_0945_ORTHO.tif|EMSR756/AOI14/GRA_PRODUCT/EMSR756_AOI14_GRA_PRODUCT_builtUpP_v1_VT|EMSR756/AOI14/GRA_PRODUCT/EMSR756_AOI14_GRA_PRODUCT_observedEventA_v1_VT,True,False,non_flood_or_context_product,not_relevant_country_or_aoi_for_mae_sai,False,False,CEMS metadata resolved without product download; AOI does not cover Mae Sai or exact product relevance is not cleared,https://rapidmapping.emergency.copernicus.eu/backend/dashboard-api/public-activations/?code=EMSR756,2026-07-08T05:45:13Z
EMSR756,Flood in South West Poland,Poland|Czechia,2024-09-14T00:00:00,2024-09-13T12:50:00,15,Paczkow,16.961768,50.433813,17.070569,50.489372,False,False,1107,EMSR756_AOI15_GRA_MONIT01_v1.zip,GRA,True,1,1,F,2024-09-25T00:11:06.419810,https://rapidmapping.emergency.copernicus.eu/backend/EMSR756/AOI15/GRA_MONIT01/EMSR756_AOI15_GRA_MONIT01_v1.zip,2024-09-24T09:23:00,GeoEye-1,EMSR756/AOI15/GRA_MONIT01/EMSR756_AOI15_GRA_MONIT01_GEOEYE1_20240924_0923_ORTHO.tif|EMSR756/AOI15/GRA_MONIT01/EMSR756_AOI15_GRA_MONIT01_builtUpP_v1_VT|EMSR756/AOI15/GRA_MONIT01/EMSR756_AOI15_GRA_MONIT01_observedEventA_v1_VT|EMSR756/AOI15/GRA_MONIT01/EMSR756_AOI15_GRA_MONIT01_transportationL_v1_VT,True,False,non_flood_or_context_product,not_relevant_country_or_aoi_for_mae_sai,False,False,CEMS metadata resolved without product download; AOI does not cover Mae Sai or exact product relevance is not cleared,https://rapidmapping.emergency.copernicus.eu/backend/dashboard-api/public-activations/?code=EMSR756,2026-07-08T05:45:13Z
EMSR756,Flood in South West Poland,Poland|Czechia,2024-09-14T00:00:00,2024-09-13T12:50:00,15,Paczkow,16.961768,50.433813,17.070569,50.489372,False,False,1099,EMSR756_AOI15_GRA_PRODUCT_v1.zip,GRA,False,0,1,F,2024-09-23T18:09:04.978372,https://rapidmapping.emergency.copernicus.eu/backend/EMSR756/AOI15/GRA_PRODUCT/EMSR756_AOI15_GRA_PRODUCT_v1.zip,2024-09-23T09:44:00,WorldView-3,EMSR756/AOI15/GRA_PRODUCT/EMSR756_AOI15_GRA_PRODUCT_WORLDVIEW3_20240923_0944_ORTHO.tif|EMSR756/AOI15/GRA_PRODUCT/EMSR756_AOI15_GRA_PRODUCT_builtUpP_v1_VT|EMSR756/AOI15/GRA_PRODUCT/EMSR756_AOI15_GRA_PRODUCT_observedEventA_v1_VT|EMSR756/AOI15/GRA_PRODUCT/EMSR756_AOI15_GRA_PRODUCT_transportationL_v1_VT,True,False,non_flood_or_context_product,not_relevant_country_or_aoi_for_mae_sai,False,False,CEMS metadata resolved without product download; AOI does not cover Mae Sai or exact product relevance is not cleared,https://rapidmapping.emergency.copernicus.eu/backend/dashboard-api/public-activations/?code=EMSR756,2026-07-08T05:45:13Z
EMSR756,Flood in South West Poland,Poland|Czechia,2024-09-14T00:00:00,2024-09-13T12:50:00,16,Nysa city,17.258766,50.441032,17.413982,50.506128,False,False,1098,EMSR756_AOI16_GRA_PRODUCT_v1.zip,GRA,False,0,1,F,2024-09-25T00:42:13.710209,https://rapidmapping.emergency.copernicus.eu/backend/EMSR756/AOI16/GRA_PRODUCT/EMSR756_AOI16_GRA_PRODUCT_v1.zip,2024-09-24T09:23:00,GeoEye-1,EMSR756/AOI16/GRA_PRODUCT/EMSR756_AOI16_GRA_PRODUCT_GEOEYE1_20240924_0923_ORTHO.tif|EMSR756/AOI16/GRA_PRODUCT/EMSR756_AOI16_GRA_PRODUCT_builtUpP_v1_VT|EMSR756/AOI16/GRA_PRODUCT/EMSR756_AOI16_GRA_PRODUCT_facilitiesA_v1_VT|EMSR756/AOI16/GRA_PRODUCT/EMSR756_AOI16_GRA_PRODUCT_observedEventA_v1_VT|EMSR756/AOI16/GRA_PRODUCT/EMSR756_AOI16_GRA_PRODUCT_transportationL_v1_VT,True,False,non_flood_or_context_product,not_relevant_country_or_aoi_for_mae_sai,False,False,CEMS metadata resolved without product download; AOI does not cover Mae Sai or exact product relevance is not cleared,https://rapidmapping.emergency.copernicus.eu/backend/dashboard-api/public-activations/?code=EMSR756,2026-07-08T05:45:13Z
EMSR756,Flood in South West Poland,Poland|Czechia,2024-09-14T00:00:00,2024-09-13T12:50:00,17,Kamieniec Zabkowicki,16.709449,50.498439,16.962936,50.54751,False,False,1095,EMSR756_AOI17_GRA_PRODUCT_v1.zip,GRA,False,0,1,F,2024-09-23T23:25:03.047094,https://rapidmapping.emergency.copernicus.eu/backend/EMSR756/AOI17/GRA_PRODUCT/EMSR756_AOI17_GRA_PRODUCT_v1.zip,2024-09-23T09:44:00,WorldView-3,EMSR756/AOI17/GRA_PRODUCT/EMSR756_AOI17_GRA_PRODUCT_WORLDVIEW3_20240923_0944_ORTHO.tif|EMSR756/AOI17/GRA_PRODUCT/EMSR756_AOI17_GRA_PRODUCT_builtUpP_v1_VT|EMSR756/AOI17/GRA_PRODUCT/EMSR756_AOI17_GRA_PRODUCT_facilitiesA_v1_VT|EMSR756/AOI17/GRA_PRODUCT/EMSR756_AOI17_GRA_PRODUCT_observedEventA_v1_VT|EMSR756/AOI17/GRA_PRODUCT/EMSR756_AOI17_GRA_PRODUCT_transportationL_v1_VT,True,False,non_flood_or_context_product,not_relevant_country_or_aoi_for_mae_sai,False,False,CEMS metadata resolved without product download; AOI does not cover Mae Sai or exact product relevance is not cleared,https://rapidmapping.emergency.copernicus.eu/backend/dashboard-api/public-activations/?code=EMSR756,2026-07-08T05:45:13Z
EMSR756,Flood in South West Poland,Poland|Czechia,2024-09-14T00:00:00,2024-09-13T12:50:00,18,Ladek Zdroj,16.715473,50.329375,16.902681,50.371622,False,False,1097,EMSR756_AOI18_GRA_PRODUCT_v1.zip,GRA,False,0,1,F,2024-09-25T20:35:14.122215,https://rapidmapping.emergency.copernicus.eu/backend/EMSR756/AOI18/GRA_PRODUCT/EMSR756_AOI18_GRA_PRODUCT_v1.zip,2024-09-25T09:59:00,GeoEye-1,EMSR756/AOI18/GRA_PRODUCT/EMSR756_AOI18_GRA_PRODUCT_GEOEYE1_20240925_0959_ORTHO.tif|EMSR756/AOI18/GRA_PRODUCT/EMSR756_AOI18_GRA_PRODUCT_builtUpP_v1_VT|EMSR756/AOI18/GRA_PRODUCT/EMSR756_AOI18_GRA_PRODUCT_observedEventA_v1_VT|EMSR756/AOI18/GRA_PRODUCT/EMSR756_AOI18_GRA_PRODUCT_transportationL_v1_VT,True,False,non_flood_or_context_product,not_relevant_country_or_aoi_for_mae_sai,False,False,CEMS metadata resolved without product download; AOI does not cover Mae Sai or exact product relevance is not cleared,https://rapidmapping.emergency.copernicus.eu/backend/dashboard-api/public-activations/?code=EMSR756,2026-07-08T05:45:13Z
EMSR756,Flood in South West Poland,Poland|Czechia,2024-09-14T00:00:00,2024-09-13T12:50:00,19,Stronie Slaskie,16.808331,50.244839,16.979732,50.332823,False,False,1100,EMSR756_AOI19_GRA_PRODUCT_v1.zip,GRA,False,0,1,F,2024-09-24T11:10:16.482516,https://rapidmapping.emergency.copernicus.eu/backend/EMSR756/AOI19/GRA_PRODUCT/EMSR756_AOI19_GRA_PRODUCT_v1.zip,2024-09-23T09:44:00,WorldView-3,EMSR756/AOI19/GRA_PRODUCT/EMSR756_AOI19_GRA_PRODUCT_WORLDVIEW3_20240923_0944_ORTHO.tif|EMSR756/AOI19/GRA_PRODUCT/EMSR756_AOI19_GRA_PRODUCT_builtUpP_v1_VT|EMSR756/AOI19/GRA_PRODUCT/EMSR756_AOI19_GRA_PRODUCT_facilitiesA_v1_VT|EMSR756/AOI19/GRA_PRODUCT/EMSR756_AOI19_GRA_PRODUCT_facilitiesL_v1_VT|EMSR756/AOI19/GRA_PRODUCT/EMSR756_AOI19_GRA_PRODUCT_observedEventA_v1_VT|EMSR756/AOI19/GRA_PRODUCT/EMSR756_AOI19_GRA_PRODUCT_transportationL_v1_VT,True,False,non_flood_or_context_product,not_relevant_country_or_aoi_for_mae_sai,False,False,CEMS metadata resolved without product download; AOI does not cover Mae Sai or exact product relevance is not cleared,https://rapidmapping.emergency.copernicus.eu/backend/dashboard-api/public-activations/?code=EMSR756,2026-07-08T05:45:13Z
EMSR756,Flood in South West Poland,Poland|Czechia,2024-09-14T00:00:00,2024-09-13T12:50:00,19,Stronie Slaskie,16.808331,50.244839,16.979732,50.332823,False,False,1108,EMSR756_AOI19_GRA_MONIT01_v1.zip,GRA,True,1,1,F,2024-09-26T01:22:26.168007,https://rapidmapping.emergency.copernicus.eu/backend/EMSR756/AOI19/GRA_MONIT01/EMSR756_AOI19_GRA_MONIT01_v1.zip,2024-09-25T09:59:00,GeoEye-1,EMSR756/AOI19/GRA_MONIT01/EMSR756_AOI19_GRA_MONIT01_GEOEYE1_20240925_0959_ORTHO.tif|EMSR756/AOI19/GRA_MONIT01/EMSR756_AOI19_GRA_MONIT01_builtUpP_v1_VT|EMSR756/AOI19/GRA_MONIT01/EMSR756_AOI19_GRA_MONIT01_facilitiesA_v1_VT|EMSR756/AOI19/GRA_MONIT01/EMSR756_AOI19_GRA_MONIT01_observedEventA_v1_VT|EMSR756/AOI19/GRA_MONIT01/EMSR756_AOI19_GRA_MONIT01_transportationL_v1_VT,True,False,non_flood_or_context_product,not_relevant_country_or_aoi_for_mae_sai,False,False,CEMS metadata resolved without product download; AOI does not cover Mae Sai or exact product relevance is not cleared,https://rapidmapping.emergency.copernicus.eu/backend/dashboard-api/public-activations/?code=EMSR756,2026-07-08T05:45:13Z
EMSR756,Flood in South West Poland,Poland|Czechia,2024-09-14T00:00:00,2024-09-13T12:50:00,20,Glucholazy,17.328759,50.290829,17.419168,50.390217,False,False,1094,EMSR756_AOI20_GRA_PRODUCT_v1.zip,GRA,False,0,1,F,2024-09-24T19:17:54.430986,https://rapidmapping.emergency.copernicus.eu/backend/EMSR756/AOI20/GRA_PRODUCT/EMSR756_AOI20_GRA_PRODUCT_v1.zip,2024-09-24T09:23:00,GeoEye-1,EMSR756/AOI20/GRA_PRODUCT/EMSR756_AOI20_GRA_PRODUCT_GEOEYE1_20240924_0923_ORTHO.tif|EMSR756/AOI20/GRA_PRODUCT/EMSR756_AOI20_GRA_PRODUCT_builtUpP_v1_VT|EMSR756/AOI20/GRA_PRODUCT/EMSR756_AOI20_GRA_PRODUCT_facilitiesA_v1_VT|EMSR756/AOI20/GRA_PRODUCT/EMSR756_AOI20_GRA_PRODUCT_facilitiesL_v1_VT|EMSR756/AOI20/GRA_PRODUCT/EMSR756_AOI20_GRA_PRODUCT_observedEventA_v1_VT|EMSR756/AOI20/GRA_PRODUCT/EMSR756_AOI20_GRA_PRODUCT_transportationL_v1_VT|EMSR756/AOI20/GRA_PRODUCT/EMSR756_AOI20_GRA_PRODUCT_transportationP_v1_VT,True,False,non_flood_or_context_product,not_relevant_country_or_aoi_for_mae_sai,False,False,CEMS metadata resolved without product download; AOI does not cover Mae Sai or exact product relevance is not cleared,https://rapidmapping.emergency.copernicus.eu/backend/dashboard-api/public-activations/?code=EMSR756,2026-07-08T05:45:13Z
