file_name,sha256_prefix,sha256_status,mvp_overlap,event_timing_status,provenance_status,band,band_description,quicklook_path,quicklook_format,quicklook_width,quicklook_height,quicklook_file_size_bytes,raster_reader,processing_scope,warning_text,assumptions
Sentinel1_Thailand-0000000000-0000000000-002.tif,3ab55fb0c043,recorded,mae_sai_2024_point,timing_unresolved,unresolved_placeholder_filename,VV,VV,sentinel1_quicklook_vv.png,png,512,512,223164,rasterio,sentinel1_sar_context_quicklook_only,SAR context only; not flood detection; not validation; not an official warning; event timing unresolved unless proven otherwise.,"Small non-operational Sentinel-1 SAR context quicklook; not flood detection, not validation, not an official warning; source TIFF remains outside Git."
Sentinel1_Thailand-0000000000-0000000000-002.tif,3ab55fb0c043,recorded,mae_sai_2024_point,timing_unresolved,unresolved_placeholder_filename,VH,VH,sentinel1_quicklook_vh.png,png,512,512,218580,rasterio,sentinel1_sar_context_quicklook_only,SAR context only; not flood detection; not validation; not an official warning; event timing unresolved unless proven otherwise.,"Small non-operational Sentinel-1 SAR context quicklook; not flood detection, not validation, not an official warning; source TIFF remains outside Git."
