edge_id,road_id,from_node,to_node,normal_minutes,disrupted_minutes,road_disruption_probability_0_1,candidate_closure_status,subdistrict_id,bridge_flag
MS-EDGE-0000001,23090330,N-99.8824298-20.4043659,N-99.8824347-20.4045324,0.055563,0.067342,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000002,23090330,N-99.8824347-20.4045324,N-99.8824557-20.4052852,0.251208,0.304465,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000003,23090330,N-99.8824557-20.4052852,N-99.8820120-20.4052946,0.138759,0.168176,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000004,23090330,N-99.8820120-20.4052946,N-99.8819702-20.4045474,0.249597,0.302511,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000005,23090330,N-99.8819702-20.4045474,N-99.8819603-20.4043698,0.059325,0.071902,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000006,23090330,N-99.8819603-20.4043698,N-99.8819607-20.4042811,0.029589,0.035862,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000007,32226492,N-99.8794303-20.4418759,N-99.8795878-20.4418803,0.039402,0.047756,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000008,32226492,N-99.8795878-20.4418803,N-99.8796129-20.4418810,0.006279,0.007611,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000009,32226492,N-99.8796129-20.4418810,N-99.8799538-20.4419090,0.085573,0.103715,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000010,32226492,N-99.8799538-20.4419090,N-99.8801519-20.4419252,0.049726,0.060267,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000011,32226492,N-99.8801519-20.4419252,N-99.8803922-20.4419671,0.061121,0.074079,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000012,32226492,N-99.8803922-20.4419671,N-99.8807430-20.4420531,0.090674,0.109897,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000013,32226492,N-99.8807430-20.4420531,N-99.8808327-20.4420756,0.02322,0.028143,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000014,32226492,N-99.8808327-20.4420756,N-99.8809957-20.4421284,0.043127,0.05227,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000015,40188627,N-100.0003134-20.3699297,N-100.0003270-20.3696630,0.035627,,0.365,candidate_closed,TH570905,False
MS-EDGE-0000016,40188627,N-100.0003270-20.3696630,N-100.0004414-20.3688797,0.105494,,0.365,candidate_closed,TH570905,False
MS-EDGE-0000017,40188627,N-100.0004414-20.3688797,N-100.0004537-20.3687208,0.021258,,0.365,candidate_closed,TH570905,False
MS-EDGE-0000018,40188627,N-100.0004537-20.3687208,N-100.0004579-20.3686315,0.011927,,0.365,candidate_closed,TH570905,False
MS-EDGE-0000019,40188627,N-100.0004579-20.3686315,N-100.0004739-20.3684550,0.023636,,0.365,candidate_closed,TH570905,False
MS-EDGE-0000020,40188627,N-100.0004739-20.3684550,N-100.0005310-20.3678100,0.086361,,0.365,candidate_closed,TH570905,False
MS-EDGE-0000021,40188627,N-100.0005310-20.3678100,N-100.0005390-20.3677220,0.011785,,0.365,candidate_closed,TH570905,False
MS-EDGE-0000022,40188627,N-100.0005390-20.3677220,N-100.0005900-20.3670580,0.08883,,0.365,candidate_closed,TH570905,False
MS-EDGE-0000023,40188627,N-100.0005900-20.3670580,N-100.0006320-20.3665540,0.067456,,0.365,candidate_closed,TH570905,False
MS-EDGE-0000024,40188627,N-100.0006320-20.3665540,N-100.0006732-20.3661481,0.054405,,0.365,candidate_closed,TH570905,False
MS-EDGE-0000025,40188627,N-100.0006732-20.3661481,N-100.0007550-20.3655000,0.087082,,0.365,candidate_closed,TH570905,False
MS-EDGE-0000026,40188627,N-100.0007550-20.3655000,N-100.0007910-20.3650330,0.062476,,0.365,candidate_closed,TH570905,False
MS-EDGE-0000027,40188627,N-100.0007910-20.3650330,N-100.0008910-20.3633770,0.22132,,0.365,candidate_closed,TH570905,False
MS-EDGE-0000028,40188627,N-100.0008910-20.3633770,N-100.0005810-20.3624163,0.133927,,0.365,candidate_closed,TH570905,False
MS-EDGE-0000029,40188638,N-99.8829035-20.4388346,N-99.8831953-20.4389065,0.047156,0.066208,0.101,candidate_open_with_delay,TH570901,False
MS-EDGE-0000030,40188638,N-99.8831953-20.4389065,N-99.8834824-20.4389547,0.045586,0.064003,0.101,candidate_open_with_delay,TH570901,False
MS-EDGE-0000031,40188638,N-99.8834824-20.4389547,N-99.8837935-20.4389699,0.048688,0.068359,0.101,candidate_open_with_delay,TH570901,False
MS-EDGE-0000032,40188638,N-99.8837935-20.4389699,N-99.8840870-20.4389616,0.045893,0.064433,0.101,candidate_open_with_delay,TH570901,False
MS-EDGE-0000033,40188638,N-99.8840870-20.4389616,N-99.8845552-20.4388946,0.074024,0.10393,0.101,candidate_open_with_delay,TH570901,False
MS-EDGE-0000034,40188638,N-99.8845552-20.4388946,N-99.8845999-20.4388881,0.00707,0.009926,0.101,candidate_open_with_delay,TH570901,False
MS-EDGE-0000035,40188646,N-99.8836512-20.4366226,N-99.8837940-20.4366709,0.015819,0.025057,0.146,candidate_open_with_delay,TH570901,False
MS-EDGE-0000036,40190836,N-99.8934261-20.4390331,N-99.8931117-20.4400512,0.282845,0.374486,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000037,40190836,N-99.8931117-20.4400512,N-99.8927105-20.4407027,0.200734,0.265772,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000038,40190836,N-99.8927105-20.4407027,N-99.8924983-20.4411686,0.135184,0.178983,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000039,40190836,N-99.8924983-20.4411686,N-99.8922087-20.4420151,0.237227,0.314089,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000040,40190836,N-99.8922087-20.4420151,N-99.8921744-20.4421408,0.034624,0.045843,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000041,40190836,N-99.8921744-20.4421408,N-99.8921584-20.4421996,0.016194,0.021441,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000042,40190836,N-99.8921584-20.4421996,N-99.8921733-20.4423816,0.048713,0.064496,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000043,40190837,N-99.8921733-20.4423816,N-99.8921105-20.4426138,0.063926,0.084638,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000044,40190837,N-99.8921105-20.4426138,N-99.8919599-20.4429460,0.096321,0.127528,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000045,40190837,N-99.8919599-20.4429460,N-99.8910940-20.4441195,0.380735,0.504093,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000046,40190837,N-99.8910940-20.4441195,N-99.8908602-20.4443385,0.082666,0.10945,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000047,40190837,N-99.8908602-20.4443385,N-99.8906883-20.4444164,0.047748,0.063219,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000048,40190837,N-99.8906883-20.4444164,N-99.8905291-20.4444319,0.040024,0.052991,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000049,40190837,N-99.8905291-20.4444319,N-99.8903897-20.4444087,0.035404,0.046874,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000050,40190837,N-99.8903897-20.4444087,N-99.8899743-20.4442279,0.114533,0.151642,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000051,40190837,N-99.8899743-20.4442279,N-99.8894294-20.4439699,0.152665,0.202128,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000052,40190837,N-99.8894294-20.4439699,N-99.8893242-20.4439297,0.02841,0.037614,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000053,40190837,N-99.8893242-20.4439297,N-99.8891088-20.4438959,0.054613,0.072307,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000054,40190837,N-99.8891088-20.4438959,N-99.8890710-20.4438996,0.009504,0.012583,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000055,40190837,N-99.8890710-20.4438996,N-99.8888476-20.4439398,0.056884,0.075314,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000056,40190837,N-99.8888476-20.4439398,N-99.8885322-20.4441037,0.090185,0.119405,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000057,40190837,N-99.8885322-20.4441037,N-99.8883062-20.4442564,0.069673,0.092247,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000058,40190837,N-99.8883062-20.4442564,N-99.8879152-20.4444656,0.112589,0.149068,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000059,40190837,N-99.8879152-20.4444656,N-99.8876796-20.4445434,0.062465,0.082704,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000060,40190837,N-99.8876796-20.4445434,N-99.8874940-20.4445656,0.046787,0.061946,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000061,40190837,N-99.8874940-20.4445656,N-99.8865334-20.4446560,0.241414,0.319632,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000062,40190837,N-99.8865334-20.4446560,N-99.8862483-20.4446777,0.071526,0.094701,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000063,40190837,N-99.8862483-20.4446777,N-99.8859046-20.4447039,0.086229,0.114167,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000064,40190837,N-99.8859046-20.4447039,N-99.8853227-20.4447799,0.146915,0.194516,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000065,40190837,N-99.8853227-20.4447799,N-99.8849979-20.4448268,0.082177,0.108803,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000066,40190837,N-99.8849979-20.4448268,N-99.8845513-20.4448913,0.112994,0.149605,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000067,40190837,N-99.8845513-20.4448913,N-99.8844014-20.4448979,0.037525,0.049683,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000068,40190837,N-99.8844014-20.4448979,N-99.8838547-20.4447531,0.142063,0.188091,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000069,40190837,N-99.8838547-20.4447531,N-99.8837545-20.4447151,0.02703,0.035788,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000070,40190837,N-99.8837545-20.4447151,N-99.8833513-20.4445660,0.108391,0.14351,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000071,40190837,N-99.8833513-20.4445660,N-99.8830533-20.4444493,0.080764,0.106931,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000072,40190837,N-99.8830533-20.4444493,N-99.8829620-20.4444192,0.024202,0.032044,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000073,40190837,N-99.8829620-20.4444192,N-99.8828696-20.4444178,0.023108,0.030596,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000074,40190837,N-99.8828696-20.4444178,N-99.8823297-20.4445057,0.137029,0.181427,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000075,40190837,N-99.8823297-20.4445057,N-99.8821389-20.4445201,0.047866,0.063374,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000076,40190837,N-99.8821389-20.4445201,N-99.8819412-20.4445212,0.049437,0.065455,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000077,40190837,N-99.8819412-20.4445212,N-99.8816322-20.4444951,0.077581,0.102718,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000078,40190837,N-99.8816322-20.4444951,N-99.8814367-20.4444823,0.049006,0.064883,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000079,40190837,N-99.8814367-20.4444823,N-99.8812552-20.4444590,0.04581,0.060652,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000080,40190837,N-99.8812552-20.4444590,N-99.8809064-20.4444308,0.087544,0.115909,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000081,40190837,N-99.8809064-20.4444308,N-99.8806726-20.4444044,0.058887,0.077966,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000082,40190838,N-99.8936661-20.4409845,N-99.8942673-20.4411382,0.155833,0.206323,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000083,40190838,N-99.8942673-20.4411382,N-99.8943785-20.4411725,0.029275,0.03876,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000084,40190838,N-99.8943785-20.4411725,N-99.8944404-20.4412175,0.019591,0.025939,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000085,40190838,N-99.8944404-20.4412175,N-99.8944625-20.4412690,0.014813,0.019613,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000086,40190838,N-99.8944625-20.4412690,N-99.8944480-20.4414145,0.038998,0.051634,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000087,40190838,N-99.8944480-20.4414145,N-99.8940958-20.4423890,0.274571,0.363532,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000088,40190838,N-99.8940958-20.4423890,N-99.8938823-20.4425118,0.062644,0.08294,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000089,40190838,N-99.8938823-20.4425118,N-99.8933268-20.4423614,0.144592,0.191439,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000090,40190838,N-99.8933268-20.4423614,N-99.8931126-20.4423129,0.055105,0.072959,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0000091,40191374,N-99.8742275-20.4435250,N-99.8743161-20.4435664,0.024757,0.030006,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000092,40191374,N-99.8743161-20.4435664,N-99.8743618-20.4435640,0.011446,0.013872,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000093,40191374,N-99.8743618-20.4435640,N-99.8746195-20.4435168,0.06566,0.07958,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000094,40191374,N-99.8746195-20.4435168,N-99.8751233-20.4434181,0.128704,0.15599,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000095,40191374,N-99.8751233-20.4434181,N-99.8753560-20.4434434,0.058579,0.070998,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000096,40191374,N-99.8753560-20.4434434,N-99.8755839-20.4434779,0.057728,0.069966,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000097,40191374,N-99.8755839-20.4434779,N-99.8758815-20.4434982,0.074615,0.090433,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000098,40191374,N-99.8758815-20.4434982,N-99.8760925-20.4434595,0.053764,0.065162,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000099,40191374,N-99.8760925-20.4434595,N-99.8762269-20.4434208,0.035159,0.042613,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000100,40191374,N-99.8762269-20.4434208,N-99.8763131-20.4433823,0.023879,0.028941,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000101,40191374,N-99.8763131-20.4433823,N-99.8764274-20.4434633,0.035836,0.043433,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000102,40191374,N-99.8764274-20.4434633,N-99.8764987-20.4436088,0.042727,0.051785,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000103,40191374,N-99.8764987-20.4436088,N-99.8767759-20.4438745,0.099159,0.120181,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000104,40191374,N-99.8767759-20.4438745,N-99.8769853-20.4439604,0.057161,0.069279,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000105,40191374,N-99.8769853-20.4439604,N-99.8775002-20.4439991,0.129169,0.156553,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000106,40191374,N-99.8775002-20.4439991,N-99.8780671-20.4439906,0.141777,0.171833,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000107,40191374,N-99.8780671-20.4439906,N-99.8785173-20.4440250,0.11295,0.136896,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000108,40191377,N-99.8845088-20.4287429,N-99.8839209-20.4288868,0.151957,0.184172,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000109,40191377,N-99.8839209-20.4288868,N-99.8831780-20.4290610,0.191515,0.232116,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000110,40191377,N-99.8831780-20.4290610,N-99.8828862-20.4291048,0.073904,0.089572,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000111,40191377,N-99.8828862-20.4291048,N-99.8818229-20.4291357,0.266041,0.322442,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000112,40191377,N-99.8818229-20.4291357,N-99.8817716-20.4291372,0.012836,0.015557,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000113,40191377,N-99.8817716-20.4291372,N-99.8812290-20.4291470,0.13572,0.164493,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000114,40191377,N-99.8812290-20.4291470,N-99.8807397-20.4291715,0.12254,0.148519,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000115,40191377,N-99.8807397-20.4291715,N-99.8804310-20.4291870,0.077311,0.093701,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000116,40191377,N-99.8804310-20.4291870,N-99.8800310-20.4292094,0.100212,0.121457,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000117,40191377,N-99.8800310-20.4292094,N-99.8799130-20.4292160,0.029562,0.03583,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000118,40191377,N-99.8799130-20.4292160,N-99.8798410-20.4292210,0.018055,0.021883,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000119,40191377,N-99.8798410-20.4292210,N-99.8797063-20.4292333,0.033846,0.041021,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000120,40191378,N-99.8714590-20.4382487,N-99.8715216-20.4383748,0.037115,0.044983,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000121,40191378,N-99.8715216-20.4383748,N-99.8716039-20.4384898,0.036952,0.044785,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000122,40191378,N-99.8716039-20.4384898,N-99.8717586-20.4386638,0.060438,0.073251,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000123,40191378,N-99.8717586-20.4386638,N-99.8718676-20.4387795,0.041187,0.049918,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000124,40191378,N-99.8718676-20.4387795,N-99.8719816-20.4388958,0.042142,0.051076,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000125,40191378,N-99.8719816-20.4388958,N-99.8721203-20.4389993,0.044339,0.053738,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000126,40191378,N-99.8721203-20.4389993,N-99.8723083-20.4391413,0.060384,0.073185,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000127,40191378,N-99.8723083-20.4391413,N-99.8725306-20.4393131,0.072057,0.087333,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000128,40191378,N-99.8725306-20.4393131,N-99.8726016-20.4393659,0.022667,0.027472,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000129,40191378,N-99.8726016-20.4393659,N-99.8727417-20.4395318,0.056458,0.068427,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000130,40191378,N-99.8727417-20.4395318,N-99.8728242-20.4396656,0.041238,0.049981,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000131,40191378,N-99.8728242-20.4396656,N-99.8730039-20.4400557,0.11339,0.137428,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000132,40191378,N-99.8730039-20.4400557,N-99.8731202-20.4403453,0.082576,0.100082,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000133,40191378,N-99.8731202-20.4403453,N-99.8732393-20.4406077,0.076096,0.092229,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000134,40191378,N-99.8732393-20.4406077,N-99.8732781-20.4406852,0.022845,0.027688,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000135,40191378,N-99.8732781-20.4406852,N-99.8733992-20.4409183,0.069186,0.083854,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000136,40191378,N-99.8733992-20.4409183,N-99.8735641-20.4411287,0.069664,0.084433,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000137,40191378,N-99.8735641-20.4411287,N-99.8737303-20.4412853,0.058939,0.071434,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000138,40191378,N-99.8737303-20.4412853,N-99.8739231-20.4414190,0.059979,0.072695,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000139,40191378,N-99.8739231-20.4414190,N-99.8742226-20.4416686,0.10023,0.121478,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000140,40191378,N-99.8742226-20.4416686,N-99.8743445-20.4418372,0.054347,0.065869,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000141,40191378,N-99.8743445-20.4418372,N-99.8744686-20.4418267,0.031159,0.037765,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000142,40191378,N-99.8744686-20.4418267,N-99.8746456-20.4418265,0.044261,0.053644,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000143,40191378,N-99.8746456-20.4418265,N-99.8751313-20.4418616,0.121816,0.147641,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000144,40191378,N-99.8751313-20.4418616,N-99.8752342-20.4418450,0.02611,0.031645,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000145,40191378,N-99.8752342-20.4418450,N-99.8753422-20.4418245,0.027555,0.033397,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000146,40191378,N-99.8753422-20.4418245,N-99.8753975-20.4418061,0.014674,0.017785,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000147,40191378,N-99.8753975-20.4418061,N-99.8755389-20.4417459,0.038837,0.047071,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000148,40191378,N-99.8755389-20.4417459,N-99.8756729-20.4416626,0.040212,0.048737,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000149,40191378,N-99.8756729-20.4416626,N-99.8759105-20.4414810,0.076673,0.092928,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000150,40191378,N-99.8759105-20.4414810,N-99.8760113-20.4413825,0.036419,0.04414,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000151,40191378,N-99.8760113-20.4413825,N-99.8761598-20.4411563,0.070873,0.085898,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000152,40191378,N-99.8761598-20.4411563,N-99.8762227-20.4410402,0.034747,0.042114,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000153,40191378,N-99.8762227-20.4410402,N-99.8762919-20.4409636,0.026783,0.032461,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000154,40191378,N-99.8762919-20.4409636,N-99.8763848-20.4409306,0.024844,0.030111,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000155,40191378,N-99.8763848-20.4409306,N-99.8765387-20.4409162,0.038676,0.046876,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000156,40191378,N-99.8765387-20.4409162,N-99.8766442-20.4409285,0.026585,0.032221,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000157,40191378,N-99.8766442-20.4409285,N-99.8769668-20.4409296,0.080671,0.097773,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000158,40191378,N-99.8769668-20.4409296,N-99.8770478-20.4409306,0.020257,0.024551,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000159,40191378,N-99.8770478-20.4409306,N-99.8771938-20.4409376,0.036557,0.044307,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000160,40191378,N-99.8771938-20.4409376,N-99.8773088-20.4409596,0.029351,0.035573,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000161,40191378,N-99.8773088-20.4409596,N-99.8777578-20.4411246,0.120604,0.146172,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000162,40191378,N-99.8777578-20.4411246,N-99.8778108-20.4411366,0.013635,0.016525,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000163,40191378,N-99.8778108-20.4411366,N-99.8780461-20.4411345,0.058843,0.071317,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000164,40191378,N-99.8780461-20.4411345,N-99.8782748-20.4411056,0.057707,0.069941,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000165,40191378,N-99.8782748-20.4411056,N-99.8783728-20.4410776,0.02562,0.031052,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000166,40191378,N-99.8783728-20.4410776,N-99.8785744-20.4409286,0.064207,0.077819,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000167,40191378,N-99.8785744-20.4409286,N-99.8787384-20.4407946,0.054412,0.065947,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000168,40191378,N-99.8787384-20.4407946,N-99.8788364-20.4407516,0.02706,0.032797,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000169,40191378,N-99.8788364-20.4407516,N-99.8789784-20.4407086,0.037317,0.045229,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000170,40191378,N-99.8789784-20.4407086,N-99.8790644-20.4406926,0.021925,0.026573,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000171,40191378,N-99.8790644-20.4406926,N-99.8791714-20.4406896,0.026769,0.032444,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000172,40191378,N-99.8791714-20.4406896,N-99.8792604-20.4406946,0.022296,0.027022,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000173,40191378,N-99.8792604-20.4406946,N-99.8795435-20.4407782,0.074225,0.089961,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000174,40191378,N-99.8795435-20.4407782,N-99.8796459-20.4408171,0.027631,0.033489,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000175,40191378,N-99.8796459-20.4408171,N-99.8803119-20.4410172,0.174894,0.211972,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000176,40191385,N-99.8719065-20.4440739,N-99.8725273-20.4436579,0.190849,0.231309,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000177,40191385,N-99.8725273-20.4436579,N-99.8727340-20.4436256,0.052401,0.06351,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000178,40191385,N-99.8727340-20.4436256,N-99.8729443-20.4436490,0.052957,0.064184,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000179,40191385,N-99.8729443-20.4436490,N-99.8730481-20.4437002,0.029333,0.035551,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000180,40191385,N-99.8730481-20.4437002,N-99.8733422-20.4436530,0.074613,0.090431,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000181,40191385,N-99.8733422-20.4436530,N-99.8736510-20.4435750,0.079975,0.096929,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000182,40191385,N-99.8736510-20.4435750,N-99.8740570-20.4434630,0.105833,0.128269,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000183,40191385,N-99.8740570-20.4434630,N-99.8741270-20.4434640,0.017506,0.021218,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0000184,40191389,N-99.8812141-20.4404279,N-99.8812293-20.4402940,0.035935,0.043553,0.053,candidate_open_with_delay,TH570906,False
