edge_id,road_id,from_node,to_node,normal_minutes,disrupted_minutes,road_disruption_probability_0_1,candidate_closure_status,subdistrict_id,bridge_flag
MS-EDGE-0006988,237531369,N-99.8474204-20.3924022,N-99.8472038-20.3922153,0.092054,0.11157,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0006989,237531369,N-99.8472038-20.3922153,N-99.8470078-20.3920768,0.076749,0.09302,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0006990,237531369,N-99.8470078-20.3920768,N-99.8468909-20.3919253,0.062371,0.075594,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0006991,237531369,N-99.8468909-20.3919253,N-99.8467843-20.3918673,0.03854,0.046711,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0006992,237531369,N-99.8467843-20.3918673,N-99.8465677-20.3918737,0.06776,0.082125,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0006993,237531369,N-99.8465677-20.3918737,N-99.8464543-20.3918233,0.039242,0.047561,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0006994,237531369,N-99.8464543-20.3918233,N-99.8464852-20.3917384,0.029924,0.036268,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0006995,237531369,N-99.8464852-20.3917384,N-99.8465817-20.3914813,0.090918,0.110192,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0006996,237531369,N-99.8465817-20.3914813,N-99.8465645-20.3912457,0.078776,0.095477,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0006997,237531369,N-99.8465645-20.3912457,N-99.8463993-20.3910777,0.076217,0.092374,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0006998,237531369,N-99.8463993-20.3910777,N-99.8462789-20.3909972,0.046243,0.056046,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0006999,237531369,N-99.8462789-20.3909972,N-99.8460073-20.3909263,0.088156,0.106845,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007000,237531369,N-99.8460073-20.3909263,N-99.8459170-20.3908574,0.036407,0.044126,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007001,237531369,N-99.8459170-20.3908574,N-99.8458595-20.3908135,0.023189,0.028105,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007002,237531369,N-99.8458595-20.3908135,N-99.8459046-20.3907456,0.026682,0.032338,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007003,237531369,N-99.8459046-20.3907456,N-99.8459626-20.3905428,0.07004,0.084888,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007004,237531369,N-99.8459626-20.3905428,N-99.8457460-20.3903849,0.085799,0.103988,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007005,237531369,N-99.8457460-20.3903849,N-99.8456944-20.3902688,0.041956,0.05085,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007006,237531369,N-99.8456944-20.3902688,N-99.8457357-20.3901238,0.050064,0.060678,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007007,237531369,N-99.8457357-20.3901238,N-99.8457830-20.3900999,0.016802,0.020364,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007008,237531369,N-99.8457830-20.3900999,N-99.8459661-20.3899885,0.068255,0.082725,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007009,237531369,N-99.8459661-20.3899885,N-99.8460795-20.3900561,0.042022,0.05093,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007010,237531369,N-99.8460795-20.3900561,N-99.8461620-20.3900175,0.028831,0.034944,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007011,237531369,N-99.8461620-20.3900175,N-99.8460554-20.3898080,0.077428,0.093843,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007012,237531369,N-99.8460554-20.3898080,N-99.8459523-20.3895534,0.090843,0.110102,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007013,237531369,N-99.8459523-20.3895534,N-99.8460039-20.3893407,0.072765,0.088191,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007014,237531369,N-99.8460039-20.3893407,N-99.8460176-20.3891506,0.063559,0.077033,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007015,237531369,N-99.8460176-20.3891506,N-99.8459901-20.3888509,0.100344,0.121617,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007016,237531369,N-99.8459901-20.3888509,N-99.8460108-20.3885157,0.112005,0.13575,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007017,237531369,N-99.8460108-20.3885157,N-99.8460692-20.3882708,0.083711,0.101458,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007018,237531369,N-99.8460692-20.3882708,N-99.8461380-20.3880387,0.080358,0.097394,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007019,237531369,N-99.8461380-20.3880387,N-99.8461861-20.3879350,0.037721,0.045718,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007020,237531369,N-99.8461861-20.3879350,N-99.8462411-20.3878164,0.043139,0.052285,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007021,237531369,N-99.8462411-20.3878164,N-99.8462755-20.3873974,0.140185,0.169905,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007022,237531371,N-99.8469015-20.3968018,N-99.8470147-20.3968269,0.036371,0.044082,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007023,237531371,N-99.8470147-20.3968269,N-99.8470869-20.3969203,0.038476,0.046632,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007024,237531371,N-99.8470869-20.3969203,N-99.8471041-20.3970557,0.045486,0.05513,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007025,237531371,N-99.8471041-20.3970557,N-99.8470456-20.3971556,0.038015,0.046074,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007026,237531371,N-99.8470456-20.3971556,N-99.8469597-20.3972200,0.034393,0.041684,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007027,237531371,N-99.8469597-20.3972200,N-99.8468323-20.3972226,0.039843,0.04829,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007028,237531371,N-99.8468323-20.3972226,N-99.8467405-20.3971829,0.031611,0.038312,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007029,237531371,N-99.8467405-20.3971829,N-99.8466591-20.3971065,0.036018,0.043654,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007030,237610479,N-99.8706758-20.4282580,N-99.8716564-20.4286781,0.269644,0.326809,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007031,237610481,N-99.8705562-20.4286559,N-99.8715316-20.4291046,0.271737,0.329345,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007032,237610483,N-99.8704188-20.4290651,N-99.8714173-20.4295007,0.27544,0.333834,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007033,237610485,N-99.8818229-20.4291357,N-99.8818204-20.4279804,0.308313,0.373675,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007034,237610485,N-99.8818204-20.4279804,N-99.8817003-20.4278099,0.05452,0.066078,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007035,237610485,N-99.8817003-20.4278099,N-99.8815776-20.4276712,0.04808,0.058273,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007036,237610485,N-99.8815776-20.4276712,N-99.8814971-20.4275757,0.032478,0.039363,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007037,237610485,N-99.8814971-20.4275757,N-99.8813999-20.4273273,0.070606,0.085575,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007038,237610485,N-99.8813999-20.4273273,N-99.8812436-20.4264291,0.242867,0.294355,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007039,237610486,N-99.8707976-20.4278474,N-99.8708119-20.4278923,0.012505,0.015156,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007040,237610486,N-99.8708119-20.4278923,N-99.8718919-20.4283291,0.294173,0.356537,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007041,237610488,N-99.8877356-20.4227500,N-99.8879377-20.4218831,0.236805,0.287007,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007042,237610488,N-99.8879377-20.4218831,N-99.8881455-20.4210454,0.229516,0.278174,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007043,237610488,N-99.8881455-20.4210454,N-99.8883653-20.4197386,0.353049,0.427895,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007044,237610490,N-99.8837365-20.4202835,N-99.8839952-20.4203300,0.082349,0.099807,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007045,237610490,N-99.8839952-20.4203300,N-99.8840804-20.4203455,0.027133,0.032885,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007046,237610490,N-99.8840804-20.4203455,N-99.8843970-20.4204033,0.100837,0.122214,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007047,237610490,N-99.8843970-20.4204033,N-99.8844748-20.4201572,0.085622,0.103774,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007048,237610490,N-99.8844748-20.4201572,N-99.8841638-20.4200465,0.104002,0.126051,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007049,237610490,N-99.8841638-20.4200465,N-99.8840821-20.4200174,0.027324,0.033116,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007050,237610490,N-99.8840821-20.4200174,N-99.8838555-20.4199365,0.075807,0.091878,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007051,237610492,N-99.8759901-20.4237530,N-99.8762870-20.4226489,0.303861,0.368279,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007052,237610492,N-99.8762870-20.4226489,N-99.8763922-20.4222144,0.118901,0.144109,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007053,237610492,N-99.8763922-20.4222144,N-99.8764231-20.4220867,0.034944,0.042352,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007054,237610492,N-99.8764231-20.4220867,N-99.8764724-20.4218238,0.071235,0.086336,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007055,237610492,N-99.8764724-20.4218238,N-99.8765045-20.4214357,0.103882,0.125905,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007056,237610492,N-99.8765045-20.4214357,N-99.8766612-20.4209546,0.134238,0.162697,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007057,237610493,N-99.8880876-20.3812042,N-99.8881576-20.3820128,0.216499,0.311758,0.11,candidate_open_with_delay,TH570904,False
MS-EDGE-0007058,237610493,N-99.8881576-20.3820128,N-99.8881665-20.3821294,0.031196,0.044923,0.11,candidate_open_with_delay,TH570904,False
MS-EDGE-0007059,237610493,N-99.8881665-20.3821294,N-99.8883146-20.3836867,0.417241,0.600828,0.11,candidate_open_with_delay,TH570904,False
MS-EDGE-0007060,237610493,N-99.8883146-20.3836867,N-99.8883451-20.3839526,0.071369,0.102772,0.11,candidate_open_with_delay,TH570904,False
MS-EDGE-0007061,237610493,N-99.8883451-20.3839526,N-99.8884414-20.3847698,0.219411,0.315952,0.11,candidate_open_with_delay,TH570904,False
MS-EDGE-0007062,237610493,N-99.8884414-20.3847698,N-99.8884572-20.3849036,0.035925,0.051732,0.11,candidate_open_with_delay,TH570904,False
MS-EDGE-0007063,237610493,N-99.8884572-20.3849036,N-99.8882832-20.3852665,0.106178,0.152897,0.11,candidate_open_with_delay,TH570904,False
MS-EDGE-0007064,237610493,N-99.8882832-20.3852665,N-99.8882234-20.3853935,0.037047,0.053347,0.11,candidate_open_with_delay,TH570904,False
MS-EDGE-0007065,237610493,N-99.8882234-20.3853935,N-99.8882581-20.3858116,0.111915,0.161157,0.11,candidate_open_with_delay,TH570904,False
MS-EDGE-0007066,237610495,N-99.8830321-20.4250335,N-99.8831546-20.4249863,0.041406,0.054821,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0007067,237610495,N-99.8831546-20.4249863,N-99.8835389-20.4248382,0.129899,0.171986,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0007068,237610495,N-99.8835389-20.4248382,N-99.8834702-20.4246707,0.059861,0.079256,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0007069,237610495,N-99.8834702-20.4246707,N-99.8831710-20.4248930,0.119364,0.158037,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0007070,237610495,N-99.8831710-20.4248930,N-99.8831546-20.4249863,0.031543,0.041763,0.081,candidate_open_with_delay,TH570901,False
MS-EDGE-0007071,237901720,N-99.8432324-20.3870475,N-99.8435613-20.3869667,0.106317,0.128856,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007072,237901720,N-99.8435613-20.3869667,N-99.8436802-20.3867883,0.07017,0.085047,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007073,237901720,N-99.8436802-20.3867883,N-99.8436660-20.3865340,0.084947,0.102955,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007074,237901720,N-99.8436660-20.3865340,N-99.8435660-20.3862440,0.101668,0.123221,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007075,237901720,N-99.8435660-20.3862440,N-99.8435402-20.3860344,0.070383,0.085304,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007076,237901720,N-99.8435402-20.3860344,N-99.8436089-20.3859807,0.027971,0.033901,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007077,237901720,N-99.8436089-20.3859807,N-99.8436802-20.3858692,0.043365,0.052558,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007078,237901720,N-99.8436802-20.3858692,N-99.8438754-20.3858067,0.0645,0.078174,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007079,237901720,N-99.8438754-20.3858067,N-99.8439373-20.3857086,0.03802,0.046081,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007080,237901720,N-99.8439373-20.3857086,N-99.8440974-20.3855815,0.065604,0.079512,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007081,237901720,N-99.8440974-20.3855815,N-99.8441900-20.3854648,0.048517,0.058803,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007082,237901720,N-99.8441900-20.3854648,N-99.8442186-20.3852708,0.06533,0.07918,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007083,237901720,N-99.8442186-20.3852708,N-99.8442371-20.3851777,0.031591,0.038288,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007084,237901720,N-99.8442371-20.3851777,N-99.8443078-20.3850862,0.037688,0.045678,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007085,237901720,N-99.8443078-20.3850862,N-99.8444020-20.3850074,0.039479,0.047849,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007086,237901720,N-99.8444020-20.3850074,N-99.8444626-20.3848985,0.040973,0.049659,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007087,237901720,N-99.8444626-20.3848985,N-99.8444979-20.3848212,0.028049,0.033996,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007088,237901720,N-99.8444979-20.3848212,N-99.8446393-20.3846935,0.061397,0.074413,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007089,237901720,N-99.8446393-20.3846935,N-99.8448328-20.3845373,0.07985,0.096778,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007090,237901720,N-99.8448328-20.3845373,N-99.8449775-20.3843338,0.081582,0.098877,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007091,237901720,N-99.8449775-20.3843338,N-99.8450751-20.3841382,0.072034,0.087305,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007092,237901720,N-99.8450751-20.3841382,N-99.8451020-20.3839363,0.067874,0.082263,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007093,237901720,N-99.8451020-20.3839363,N-99.8451004-20.3837329,0.067853,0.082238,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007094,237901720,N-99.8451004-20.3837329,N-99.8450886-20.3835893,0.048045,0.05823,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007095,237901720,N-99.8450886-20.3835893,N-99.8450701-20.3834994,0.030542,0.037017,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007096,237901720,N-99.8450701-20.3834994,N-99.8450818-20.3834347,0.021891,0.026532,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007097,237901720,N-99.8450818-20.3834347,N-99.8452030-20.3834489,0.038194,0.046291,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007098,237901720,N-99.8452030-20.3834489,N-99.8452871-20.3834458,0.026318,0.031898,0.053,candidate_open_with_delay,TH570906,False
MS-EDGE-0007099,237916682,N-99.8762202-20.3127377,N-99.8757845-20.3126975,0.10957,0.145509,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007100,237916682,N-99.8757845-20.3126975,N-99.8753866-20.3126497,0.100397,0.133327,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007101,237916682,N-99.8753866-20.3126497,N-99.8750862-20.3126476,0.075184,0.099844,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007102,237916682,N-99.8750862-20.3126476,N-99.8747161-20.3126450,0.092628,0.12301,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007103,237916682,N-99.8747161-20.3126450,N-99.8741145-20.3129103,0.166379,0.220951,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007104,237916682,N-99.8741145-20.3129103,N-99.8740522-20.3129398,0.017467,0.023196,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007105,237916682,N-99.8740522-20.3129398,N-99.8734514-20.3132118,0.166967,0.221732,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007106,237916682,N-99.8734514-20.3132118,N-99.8731314-20.3132928,0.082953,0.110161,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007107,237916682,N-99.8731314-20.3132928,N-99.8733396-20.3138501,0.157589,0.209278,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007108,237916682,N-99.8733396-20.3138501,N-99.8734818-20.3143455,0.136913,0.18182,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007109,237916682,N-99.8734818-20.3143455,N-99.8737021-20.3148171,0.137402,0.182469,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007110,237916682,N-99.8737021-20.3148171,N-99.8739374-20.3149423,0.067706,0.089914,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007111,237916683,N-99.8672300-20.3017299,N-99.8668509-20.3018277,0.098409,0.118484,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007112,237916683,N-99.8668509-20.3018277,N-99.8666998-20.3018217,0.037853,0.045575,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007113,237916683,N-99.8666998-20.3018217,N-99.8666785-20.3018209,0.005335,0.006424,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007114,237916683,N-99.8666785-20.3018209,N-99.8663875-20.3017940,0.073187,0.088117,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007115,237916683,N-99.8663875-20.3017940,N-99.8662652-20.3017903,0.030626,0.036874,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007116,237916683,N-99.8662652-20.3017903,N-99.8660571-20.3018075,0.052287,0.062954,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007117,237916683,N-99.8660571-20.3018075,N-99.8658667-20.3018883,0.052306,0.062977,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007118,237916683,N-99.8658667-20.3018883,N-99.8656836-20.3020062,0.055589,0.066929,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007119,237916683,N-99.8656836-20.3020062,N-99.8655148-20.3020803,0.046648,0.056164,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007120,237916683,N-99.8655148-20.3020803,N-99.8652131-20.3021679,0.079048,0.095174,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007121,237916683,N-99.8652131-20.3021679,N-99.8646258-20.3022292,0.147902,0.178074,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007122,237916684,N-99.8731766-20.2966729,N-99.8715801-20.2974058,0.444898,0.535657,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007123,237916684,N-99.8715801-20.2974058,N-99.8709808-20.2976916,0.16828,0.202609,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007124,237916684,N-99.8709808-20.2976916,N-99.8704424-20.2978489,0.141146,0.16994,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007125,237916684,N-99.8704424-20.2978489,N-99.8697871-20.2979584,0.166602,0.200588,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007126,237916684,N-99.8697871-20.2979584,N-99.8692098-20.2980418,0.1462,0.176024,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007127,237916684,N-99.8692098-20.2980418,N-99.8678850-20.2982332,0.335502,0.403945,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007128,237916684,N-99.8678850-20.2982332,N-99.8677828-20.2982466,0.025829,0.031098,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007129,237916684,N-99.8677828-20.2982466,N-99.8675826-20.2982729,0.050598,0.06092,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007130,237916684,N-99.8675826-20.2982729,N-99.8672068-20.2982586,0.094138,0.113343,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007131,237916684,N-99.8672068-20.2982586,N-99.8669934-20.2982538,0.053428,0.064328,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007132,237916684,N-99.8669934-20.2982538,N-99.8668258-20.2982967,0.043484,0.052354,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007133,237916685,N-99.8677828-20.2982466,N-99.8678055-20.2986993,0.120945,0.145617,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007134,237916685,N-99.8678055-20.2986993,N-99.8678093-20.2987343,0.009389,0.011304,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007135,237916685,N-99.8678093-20.2987343,N-99.8678307-20.2989351,0.053854,0.06484,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007136,237916685,N-99.8678307-20.2989351,N-99.8678953-20.2991204,0.052027,0.06264,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007137,237916685,N-99.8678953-20.2991204,N-99.8679169-20.2992922,0.046166,0.055583,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007138,237916685,N-99.8679169-20.2992922,N-99.8678936-20.2993938,0.027734,0.033392,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007139,237916685,N-99.8678936-20.2993938,N-99.8678846-20.2994336,0.010858,0.013073,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007140,237916685,N-99.8678846-20.2994336,N-99.8677768-20.2995381,0.038804,0.04672,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007141,237916685,N-99.8677768-20.2995381,N-99.8675461-20.2996316,0.062903,0.075736,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007142,237916685,N-99.8675461-20.2996316,N-99.8672740-20.2996593,0.068505,0.08248,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007143,237916685,N-99.8672740-20.2996593,N-99.8670791-20.2996711,0.048884,0.058856,0.051,candidate_open_with_delay,TH570902,False
MS-EDGE-0007144,237916686,N-99.8771915-20.3049830,N-99.8777933-20.3043043,0.235568,0.312835,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007145,237916686,N-99.8777933-20.3043043,N-99.8785958-20.3034325,0.307362,0.408176,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007146,237916686,N-99.8785958-20.3034325,N-99.8789260-20.3036755,0.10505,0.139506,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007147,237916686,N-99.8789260-20.3036755,N-99.8792866-20.3038136,0.097488,0.129464,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007148,237916686,N-99.8792866-20.3038136,N-99.8796219-20.3039184,0.088459,0.117473,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007149,237916686,N-99.8796219-20.3039184,N-99.8797637-20.3040444,0.04889,0.064926,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007150,237916686,N-99.8797637-20.3040444,N-99.8801044-20.3043472,0.117479,0.156012,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007151,237916686,N-99.8801044-20.3043472,N-99.8808917-20.3050475,0.271579,0.360657,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007152,237916686,N-99.8808917-20.3050475,N-99.8814048-20.3055572,0.187067,0.248425,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007153,237916686,N-99.8814048-20.3055572,N-99.8815876-20.3057811,0.075256,0.09994,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007154,237916686,N-99.8815876-20.3057811,N-99.8816689-20.3060050,0.063121,0.083825,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007155,237916686,N-99.8816689-20.3060050,N-99.8817768-20.3061282,0.042547,0.056503,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007156,237916686,N-99.8817768-20.3061282,N-99.8819496-20.3062609,0.055898,0.074232,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007157,237916686,N-99.8819496-20.3062609,N-99.8822430-20.3064862,0.094907,0.126037,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007158,237916687,N-99.8684887-20.3173369,N-99.8687584-20.3177042,0.119012,0.158047,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007159,237916687,N-99.8687584-20.3177042,N-99.8691176-20.3181690,0.153189,0.203436,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007160,237916687,N-99.8691176-20.3181690,N-99.8695126-20.3186911,0.170837,0.226872,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007161,237916687,N-99.8695126-20.3186911,N-99.8699616-20.3193714,0.213511,0.283543,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007162,237916687,N-99.8699616-20.3193714,N-99.8700462-20.3195021,0.040803,0.054186,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007163,237916687,N-99.8700462-20.3195021,N-99.8702655-20.3198406,0.1057,0.140369,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007164,237916687,N-99.8702655-20.3198406,N-99.8706245-20.3203950,0.173094,0.229869,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007165,237916687,N-99.8706245-20.3203950,N-99.8709378-20.3208621,0.147262,0.195564,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007166,237916687,N-99.8709378-20.3208621,N-99.8711844-20.3212828,0.128115,0.170137,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007167,237916687,N-99.8711844-20.3212828,N-99.8713233-20.3215042,0.068551,0.091036,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007168,237916687,N-99.8713233-20.3215042,N-99.8713961-20.3217736,0.074167,0.098493,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007169,237916687,N-99.8713961-20.3217736,N-99.8716244-20.3226186,0.232628,0.308931,0.082,candidate_open_with_delay,TH570909,False
MS-EDGE-0007170,237916687,N-99.8716244-20.3226186,N-99.8718548-20.3234712,0.234723,0.311713,0.082,candidate_open_with_delay,TH570909,False
